100000 100000
0 66697 71927
1 32889 47921
1 43794 64692
1 31564 76947
0 40143 74219
0 54801 67454
0 27574 27964
1 33058 37464
0 20039 76345
0 59221 78962
0 47328 54890
1 44447 65663
1 32468 66660
1 42455 72175
0 21285 28849
0 40063 50711
1 43324 74192
0 25591 61668
0 32306 48014
1 27924 74718
1 32176 40569
0 26868 66231
1 59071 65247
1 51179 53657
0 20249 31019
0 56553 74548
1 26044 35476
0 41800 56364
0 67803 71159
0 42719 43996
0 23039 68877
0 42332 46515
0 42231 55640
0 51592 55256
0 60976 77617
0 32144 40978
0 34849 57643
0 32359 48562
0 63856 64853
1 25751 67642
0 67123 72206
0 22590 71428
0 69239 76970
0 21828 77722
0 31137 35119
0 50202 56438
0 39023 64711
1 22528 50959
1 35346 51201
0 30186 69570
1 20447 42536
0 32309 64754
1 34378 44422
1 32611 51249
0 41278 56051
0 44532 73836
0 61483 77095
1 38264 62023
0 48712 50511
0 42919 57555
1 60530 62550
0 31090 51460
1 42115 78803
1 35751 67969
1 36770 45810
0 51879 77792
0 25234 40138
0 49079 57083
0 54748 74552
0 35274 57955
0 55578 75942
0 34475 73014
1 53694 60344
0 21977 58871
0 33934 42262
0 50263 59347
0 31417 56182
0 31954 49686
1 29515 33405
0 56299 65300
0 39938 47092
0 51602 64282
1 23947 58074
0 30656 37372
1 49345 58482
0 45749 76708
0 35992 79030
0 31480 58660
0 27261 60819
0 43266 67994
0 51996 63497
0 25943 64400
1 43449 75723
0 57087 63401
0 61341 65412
0 47283 56595
1 59166 63754
0 22329 54668
0 48799 75108
0 42996 47846
1 57964 61000
1 78105 79044
0 24927 44678
0 33671 44033
0 41420 57369
0 32021 48976
0 70063 73880
1 31998 41434
0 23041 32731
1 44390 50867
0 37384 48435
0 28735 54507
1 37818 76692
0 24636 27335
0 21336 73848
0 37412 72070
0 40790 65915
0 21437 79216
0 46226 59359
0 21220 51248
0 73154 79159
0 47547 53524
0 64749 71179
1 68411 77105
0 43778 65316
0 36013 58715
0 63031 64297
0 47039 58715
0 28739 61243
1 45148 75956
0 54495 72060
1 35712 56932
0 45868 61258
0 25048 30280
1 33114 52862
1 35386 59077
0 53964 64543
1 27306 37685
1 32093 64697
0 29047 63263
0 61484 72060
0 62577 70168
0 43359 70975
1 49326 77208
0 20220 26966
0 49700 61606
0 63763 65926
0 34230 54721
0 27099 76129
0 35017 78848
0 39527 52470
0 38958 50544
0 30375 62812
0 62826 62832
1 22835 27147
0 41447 71249
0 60414 78635
0 27612 62598
0 57693 69641
0 37090 76196
0 29768 49785
1 56262 59766
0 30871 34929
1 22164 31209
0 27532 58801
0 67462 70340
1 24717 72836
0 42976 47148
0 40012 63468
1 27866 57978
0 27655 47209
0 25332 39655
0 21947 61531
1 58830 79640
0 26379 33052
1 30381 30532
0 31590 77245
1 21889 34593
0 36810 53715
0 38119 67103
1 66439 66812
1 58921 59895
0 52369 57526
1 30955 69503
0 60569 68338
0 79091 79710
1 23532 48555
1 37083 64078
1 34970 48581
1 31199 36773
0 55226 56674
0 61302 63752
0 74907 75840
0 26303 51947
0 20560 36734
0 45196 70220
1 31493 52258
1 25070 37421
0 46422 46944
0 54801 73569
0 25156 45584
0 71022 77629
0 29124 65624
1 43514 73292
0 20722 77010
0 56590 79550
0 25485 55052
0 27098 34398
1 57081 68251
0 47821 75836
0 38125 43412
0 36803 55700
0 64288 65372
1 24122 33386
0 45031 53245
0 25094 75863
1 67235 72244
0 53728 74135
0 42818 74203
0 32265 66224
0 26481 78178
0 23033 47157
0 31532 46877
0 30675 46915
0 32508 55075
1 36179 48982
1 60017 63020
1 44386 66742
1 42504 59095
0 48766 72583
0 41765 73038
1 34453 55711
0 30381 71214
0 26221 35665
0 66518 71752
0 40907 48745
0 41039 74380
0 22819 46531
1 26470 40191
0 24565 52768
0 33908 49576
0 59366 69885
0 32462 40650
0 69141 76901
0 56730 60115
1 47221 55895
0 44374 76080
1 68803 78783
0 24867 75933
0 48158 55499
0 24434 40108
0 27424 35121
0 29786 45864
0 50472 71244
0 47226 60329
1 35823 39325
1 44086 77076
0 50590 59664
0 57369 71094
1 28507 49954
0 78831 79365
0 50612 57859
0 56854 67520
1 38016 74092
0 39754 46402
0 31518 67697
0 56429 71083
1 31522 67942
0 31949 63014
0 67480 72969
0 40598 69210
1 39784 60064
1 42577 66162
0 42591 60686
1 44961 72064
0 23624 27687
0 29570 53085
0 35938 45102
0 53591 53600
0 56296 59013
0 30150 77798
0 40096 49786
0 58472 76959
0 26433 72801
0 35083 38262
1 21372 79322
0 46610 69540
0 42009 48604
1 39284 61027
1 35683 43007
1 47815 74549
0 34859 72514
0 39402 47374
0 45541 66158
0 28754 56284
0 53399 71662
0 42700 61700
1 37890 53281
1 75934 76252
0 58476 65311
0 65890 72973
1 39426 59805
1 53665 65432
0 32661 36048
0 66657 76647
0 48625 78245
0 25069 55251
0 23975 41641
0 20296 76494
0 64045 71576
0 36994 79931
1 30025 36681
0 25950 29134
0 32617 39453
0 22712 72665
0 50121 79341
1 69452 78599
1 34070 39050
1 31522 31710
0 27602 54340
1 41841 59249
0 39446 70406
1 38461 61547
0 44768 72601
1 28112 68206
0 37566 42754
0 38674 46066
0 63113 64795
0 69000 77738
0 21260 56128
0 22149 45947
0 52545 70582
1 37648 45506
0 36599 40286
0 30649 50877
0 39934 48964
0 30205 71663
0 31822 75133
0 27187 34524
0 64825 65325
0 30078 40965
0 26496 67938
0 22176 66421
0 46033 73391
0 24199 62379
0 52382 67348
0 43909 76688
0 23539 27271
0 54521 72023
1 39640 68053
0 43415 61214
0 68664 75995
0 48877 65594
0 43245 71543
1 23925 57132
0 73205 77084
0 54481 56971
0 69164 75937
1 32497 72242
1 26847 36579
0 47328 74255
0 20808 38302
0 35222 74153
1 42958 62137
0 36816 69929
0 42115 72062
1 41855 55689
0 70861 78945
0 57447 78805
0 20186 55771
0 20457 42941
0 23998 25546
0 45402 71545
0 23324 26088
0 43035 48282
0 30292 70656
1 45679 50327
0 41798 49391
0 68490 71426
1 29767 38625
1 42200 55295
0 29792 55798
0 40555 53767
0 74811 76789
0 30527 43935
0 30161 55443
0 26245 49046
0 62580 67357
1 55604 63430
0 75405 79575
1 24356 35669
0 37215 68924
0 43391 61641
1 35222 49783
0 24050 57794
0 37150 43555
1 65207 79237
0 28609 59690
0 21265 45857
0 40628 77628
1 24171 26562
1 55673 56694
1 67338 69920
1 42392 43374
0 27400 30686
0 56346 58228
0 27279 44485
1 23044 60568
1 29629 75232
1 56791 57462
0 33052 73523
0 44555 70075
0 23177 49237
1 28508 54590
0 49436 52290
0 44414 45262
0 43354 57943
0 36889 37704
0 23855 51156
0 20754 40506
0 43622 65663
0 40993 78817
1 32673 56454
0 25664 32924
0 30793 45537
1 27466 36440
0 52641 65758
0 51373 51907
0 69354 70707
1 38633 78605
0 31384 40472
0 34904 45531
1 39678 67487
0 45124 59902
1 23807 37427
0 30161 59902
0 37033 76768
1 39459 45825
1 32223 57556
1 40873 67905
1 25076 41763
0 22615 73837
1 21955 60287
1 27004 45171
0 40425 79605
0 50233 78761
0 48107 69250
1 31208 35685
0 33015 66974
0 21311 51136
0 22036 55676
1 35078 79166
1 57945 63762
0 37721 71648
0 34914 72639
0 34965 46576
1 28096 68886
0 47895 49326
0 27846 59392
1 35037 43493
1 35122 72735
0 36385 43678
1 38951 68476
0 52390 75211
0 36095 70451
0 34312 72867
0 31077 75277
0 63910 77836
0 36275 43276
1 47094 54275
0 20164 62394
0 32687 75004
1 44313 45199
1 24894 50515
0 42179 54421
0 31879 73416
0 47802 76539
0 52312 66991
0 71027 74062
0 28554 39023
0 32412 54236
0 34911 63852
0 21999 59475
0 31291 47964
0 27394 73245
0 29821 62324
1 31798 59246
0 30144 54129
1 30308 46272
1 26952 75739
0 51651 64547
0 74143 77140
0 29660 54321
0 38060 42411
0 26505 70510
0 34171 79020
0 56384 74632
1 58438 60560
0 60752 66045
0 30400 64846
0 22148 79796
0 44471 74859
1 37672 40644
0 37364 47408
0 20998 78044
0 25112 36766
0 63175 74684
0 38156 47067
0 50278 59888
1 64609 76943
1 49643 78912
1 37354 71291
1 36008 36515
0 45758 72656
1 36726 42326
1 29783 60627
0 50771 53709
0 42166 46693
0 55490 61445
0 26237 47403
0 26044 52322
0 21890 32563
0 28052 57716
1 42079 74650
0 60924 66175
0 27279 28844
0 20718 50609
0 28899 78915
0 32980 79693
0 29355 64681
0 35483 48615
0 31296 64082
0 57171 57742
0 36463 54279
0 34885 54359
0 70840 71175
1 25869 68611
1 56587 79039
0 54991 67427
1 45729 51983
0 52404 68296
0 22197 45150
1 70140 75717
0 55995 64949
0 50511 52393
0 36152 76371
1 44712 49966
0 23510 30669
1 24181 43856
1 55146 63518
0 73456 79786
0 36602 57195
0 62830 79232
1 57355 78823
0 44998 72441
1 32698 56686
0 23104 28708
1 47336 53740
1 50708 65951
0 40948 60151
1 35008 68822
0 65471 70918
0 26475 62528
0 24113 70467
0 78640 79172
0 25122 66658
0 46156 56254
0 32577 69401
0 27055 45647
0 22226 41610
1 47323 79589
1 25548 54125
0 37607 65723
1 29313 46525
1 28635 28637
0 56509 73609
0 54073 61362
1 42036 53877
1 41573 45544
1 37765 63195
1 32525 36422
1 22911 77124
0 57961 67181
0 26661 28909
0 40724 63850
1 21661 59512
0 49781 75049
0 48084 48362
1 39414 77071
0 73453 75392
1 21791 34470
0 22137 26335
0 44182 77115
0 60506 65578
0 48313 48991
1 32964 63488
1 20015 77050
0 41519 76575
0 40088 50575
1 22561 48818
0 68944 75342
0 40553 43345
0 22906 66869
0 24746 43569
0 32013 51769
0 59005 62419
0 38750 41807
0 28799 35965
0 24019 77447
1 32803 64134
0 57753 58675
1 30596 73043
1 35458 36640
1 22635 46891
0 24770 42005
0 23168 28269
1 41265 42907
0 39570 65518
0 44302 69571
0 22629 37915
1 53280 79004
1 40765 41687
1 20530 40537
0 25003 60060
0 70209 74085
1 65880 66945
0 48673 68890
0 44379 71381
0 25584 47569
0 40406 67683
0 34351 38050
0 57122 68782
0 38904 43383
0 39397 77988
0 60288 78955
0 56614 56824
1 56481 68046
0 69588 73356
0 36645 41856
1 30979 31568
0 36178 47798
0 46734 60355
1 29912 38095
0 44935 76054
1 56866 68407
0 50742 64296
0 24532 62493
0 40330 77955
1 27808 49554
0 34155 78531
0 29079 74546
0 25770 59046
0 44822 77483
0 59787 73862
0 32943 68786
0 65831 76454
0 36354 55891
0 24035 45450
0 28290 77825
1 39587 47073
1 45956 60977
0 51424 52794
1 53160 78325
0 38629 64467
0 30422 58714
0 51817 75022
1 36844 68267
1 47065 68205
0 37599 75647
1 68923 76991
0 41356 73185
1 38727 56926
0 69505 79956
1 56275 68263
1 55637 58790
0 23355 66152
1 26092 61126
0 22095 44864
0 53818 65370
0 57652 78893
1 50256 73852
0 38337 41299
1 29722 48418
0 39737 59450
0 28456 52041
1 21132 30402
0 47257 50649
0 54096 58000
0 38407 52234
1 54426 74320
0 35739 37407
0 48851 51280
1 44210 46655
1 40937 54102
1 51948 70390
0 38674 39726
1 53263 69982
0 35224 38968
0 67110 69209
1 69916 70566
0 23835 49119
1 53469 75674
0 44119 79958
0 34133 50913
0 29757 62150
1 64024 78542
1 72426 73135
0 47050 49075
0 53014 54765
0 29521 53795
0 48097 61020
1 27652 53621
1 38455 53248
0 38175 62348
1 63328 73353
0 55328 67929
1 45010 52418
0 30641 62552
1 27421 42801
1 29521 46822
0 50820 59849
1 27737 34603
0 22426 75199
0 34365 73931
1 56096 56313
1 59192 62712
0 49838 73555
0 31395 54389
0 38706 55027
0 33443 38686
1 45025 78181
0 39583 63565
1 23701 67793
0 38716 45559
0 24388 67952
0 32686 49960
1 58712 77761
1 28546 67725
1 39058 68543
0 31351 53414
0 33403 41510
1 69540 71701
1 42527 65577
0 49201 64118
0 33341 45133
0 65945 78244
0 26996 51741
0 22625 26301
0 28744 37443
1 46097 76814
1 29695 61344
0 48296 61698
0 42647 67718
1 66432 74539
1 25446 38140
0 43604 53533
1 48517 58067
0 35527 71047
0 31351 34851
0 48980 64165
0 23278 34253
0 40334 58453
1 50108 55049
1 45247 73674
0 22090 31755
0 68010 71673
1 70217 75813
0 67424 79167
1 23371 32969
0 48327 61360
0 40200 40612
1 40226 69111
0 20454 71921
0 32821 72052
0 33180 79855
0 39942 75742
0 31375 32863
0 51278 77948
0 48346 79261
0 70557 76673
0 53558 66480
0 28964 69115
1 22688 75648
0 20479 28593
0 23141 64134
0 50680 78340
0 57233 57768
0 59500 76184
1 28056 56198
0 29314 53945
1 35511 46820
0 23246 59866
1 50224 53003
1 68624 72713
1 58737 69198
1 49185 52953
1 24616 50354
0 34877 71987
0 51733 70682
0 27920 64857
1 34328 70609
1 25988 36800
0 57141 73297
1 37095 79887
0 47088 77473
1 23518 30390
1 38218 78988
0 33824 65254
0 59014 70353
0 26826 55177
1 41896 46695
1 21662 22745
1 39797 70326
1 51648 52397
0 41573 52165
0 21394 29894
1 31899 78364
0 32807 56360
0 54707 58877
0 52198 69103
0 36892 63245
0 30329 60767
0 28233 66345
0 45556 64233
0 41620 57884
0 25805 34195
1 40879 76166
0 62133 67329
0 20664 30368
0 52802 56157
1 54889 65490
1 28747 68092
0 59970 65883
0 32102 53956
0 39374 61758
1 62287 70357
0 23033 58766
0 33172 46804
0 27710 58224
0 29201 33018
0 20469 61157
0 51307 57099
1 23117 36667
0 46042 54908
1 57791 78379
0 49636 63383
1 20743 68891
0 49748 54828
0 59580 61530
0 44661 58968
0 40377 62981
0 26809 73436
0 36647 45901
1 36234 41518
1 56296 58776
0 21321 26225
1 41277 42253
0 60018 77424
0 24060 66613
0 24732 63104
1 38874 74902
0 32321 73576
0 35729 45224
0 43882 69016
0 40509 71649
1 49309 72545
1 21749 33789
0 55619 61062
0 23187 51906
0 62476 78026
0 25757 61769
0 29854 69582
0 23499 48637
0 36881 62830
0 54022 74042
1 42743 71365
0 59052 60416
0 42683 76891
0 41736 59338
0 50726 71088
0 28968 60160
1 34537 50196
0 20653 29812
0 70129 74455
0 28872 68767
1 49399 75842
0 69769 76529
0 28764 73415
1 60792 77003
0 35505 36532
0 26776 48198
0 49764 64967
1 51887 66708
0 35711 61225
1 52399 56826
0 21011 34237
1 27037 62126
0 43593 50965
0 39847 74351
0 59768 77532
0 57576 62973
0 25337 70399
0 23035 37404
0 33210 40105
0 27445 31729
0 36465 62576
1 33663 64848
0 27582 62136
1 30680 51648
0 21403 59272
0 39011 72648
0 51628 73755
1 24529 61491
0 29756 78421
0 35244 48259
0 32630 49428
0 22833 70019
1 26367 75831
0 35321 61553
1 49895 58262
0 57988 75731
0 52269 52313
1 26888 63413
1 53553 76524
0 39275 54779
0 52236 77592
0 57230 61378
0 59407 76434
0 33313 78355
0 30538 63452
0 43648 74171
0 63173 79085
1 22697 54128
0 36529 52617
0 65451 66652
0 29010 38753
0 61063 76779
0 21822 67406
0 28709 78124
0 26648 75737
1 35601 71909
1 33296 49637
0 22451 22855
0 29155 69385
0 44050 45108
0 27498 74389
0 37354 55565
0 24048 25349
0 46972 51851
0 42855 68831
0 26265 61503
0 28272 65058
0 40174 52050
0 21401 53542
1 27071 44122
0 32606 51650
1 26189 37693
1 35089 52526
0 21087 68954
0 57099 72288
0 53992 60849
0 28505 49428
0 68143 79619
1 40565 77959
0 38647 78669
0 43136 76718
0 24034 61876
0 39310 63244
0 28124 39541
0 34858 62122
0 51881 78248
1 34347 48802
0 23872 63073
1 70309 77639
0 24309 58584
0 42875 77691
0 34193 44181
0 25955 43813
0 21880 63429
0 24265 27111
0 33752 68291
0 59981 73157
1 32123 46049
0 36291 79415
0 46986 78810
1 23849 28809
0 36009 69382
1 32961 71675
0 48025 57323
0 25636 58819
0 36815 53312
0 25231 26398
0 28409 39642
0 53207 61221
0 30254 50097
0 35847 56343
0 33710 37434
0 39005 76815
1 29977 76875
0 46805 74542
0 30519 50481
0 26561 59610
1 36867 78898
0 63910 69778
1 68180 72114
1 25167 77630
0 23376 32713
0 34594 37695
0 67748 77134
0 40481 64919
0 51479 59350
1 28705 29157
0 42349 45117
0 43200 55278
0 42719 54445
0 53644 73731
0 32454 60633
0 31662 42801
1 48548 71484
0 45435 69637
0 46943 79723
0 23330 64726
1 62596 70900
0 22517 70434
1 37474 48406
0 28520 70351
0 62963 75171
1 61273 73835
0 22562 26888
1 21330 71245
0 22369 63087
0 33342 79026
1 38181 71307
0 37608 51307
0 22291 73998
0 63832 72189
0 34249 59388
1 68812 78680
0 29528 58132
0 28543 64659
0 30952 51015
1 27085 67841
1 36584 47073
0 40758 73010
1 27060 44227
0 23965 49634
0 23007 51603
0 67963 69995
0 51113 63357
1 25762 76432
0 33872 50812
1 51745 77713
1 31671 79014
1 28755 40850
0 46886 52961
0 54202 77628
0 40244 44666
1 37818 78128
1 26268 60784
1 24088 52741
0 56725 76651
0 38069 73332
0 21562 60723
0 29864 37779
1 32976 48197
0 24688 28329
0 65599 77602
0 52693 56636
0 54874 66051
0 60080 64399
1 61061 64828
0 44315 79619
1 38690 54992
1 52902 53413
0 57890 70244
0 40775 51851
1 33780 35079
0 21953 56321
0 50508 67176
1 39775 67423
1 39863 47773
0 33914 44420
0 25488 46513
0 29546 70096
0 41624 71362
0 40272 72603
1 62821 64985
0 51804 74591
0 20902 25367
0 39387 46660
0 30527 60928
1 37574 54044
0 29119 60449
0 58669 66686
1 51863 66556
0 70953 71973
0 35439 44263
1 28018 29186
0 22167 57921
0 21483 61777
1 41837 56198
1 33754 67973
1 59659 73872
0 51913 77311
1 38746 56893
0 38194 47903
0 51766 70525
0 66540 72963
0 47423 70409
1 68923 70333
0 44310 71534
0 25522 26763
1 44887 47572
0 23136 46727
0 26297 70689
0 43374 77378
1 63855 78456
0 37351 65274
0 57463 69350
1 32668 69329
1 64722 77728
0 61917 78008
0 40118 66605
1 59663 65209
1 33110 33634
0 53419 64702
0 59677 72389
0 54763 64383
0 52184 72516
1 56061 73545
0 41306 65283
1 21258 57974
0 22708 37803
0 23548 53766
0 50096 50200
0 20899 24859
0 28212 53830
0 38436 63037
1 55342 75006
1 29859 37230
0 27591 66766
0 33536 40991
1 27791 75511
0 43593 61273
0 28674 63553
0 23080 30285
0 65059 68383
1 25296 30899
0 65206 66838
1 38269 54003
1 47686 50105
0 23109 61850
0 69218 74075
0 25212 38153
0 68764 75148
0 41122 54469
1 33324 34104
0 29419 55763
0 22206 68060
1 23060 69730
0 22644 73276
0 23935 48258
1 24552 40824
1 48095 67397
1 30995 35140
0 20157 21101
0 55247 71689
1 30114 46000
0 46474 63902
0 60994 76012
0 20656 67037
0 28507 51318
0 69607 72847
0 22093 71238
1 39999 75406
1 22664 77649
0 59499 66469
1 25289 51294
0 42080 79236
1 37554 73120
0 46502 48601
0 29263 39737
0 55812 78705
0 49269 77470
1 20169 23396
0 23792 31502
1 68021 76358
0 58895 68119
0 26270 71165
0 41201 77125
1 22077 76360
0 26018 62219
0 51202 77644
0 52488 59435
0 36658 43775
0 68920 79316
0 63281 75671
0 20278 54109
1 53152 72678
0 66854 73394
1 48355 52034
1 37772 44824
0 23465 54766
1 72787 76114
1 25779 35267
1 27359 58925
1 57724 64381
0 55310 77764
0 39074 61321
0 43021 68729
0 27408 70334
1 27118 62405
0 38339 47858
0 43726 45803
0 36313 53703
0 29500 39195
1 33553 71312
0 37102 79244
1 42815 50062
0 30786 58489
1 63806 76978
0 68004 68726
1 70724 77405
0 33389 69503
0 32371 45912
1 24109 60279
1 57159 79102
0 25636 62987
1 37689 42747
0 37410 42993
1 38685 68443
1 41424 47847
0 49618 76352
1 34738 51253
0 56642 75521
0 66929 69463
0 35406 55772
0 42051 42597
0 37136 41029
0 23780 53081
0 62056 66711
1 24691 68128
0 33337 69528
0 38042 63271
0 50318 56829
1 29443 72451
1 38427 69290
0 45951 79249
1 47290 78896
0 48252 72426
0 54559 57191
0 41548 68909
0 46513 65492
0 31159 63202
1 61598 78584
0 22203 30768
0 40988 56892
0 32822 70538
0 24958 43599
0 41527 61275
1 22134 39265
1 32711 72752
1 29605 60509
1 40872 44943
1 36529 36943
0 26227 37521
1 68212 77628
1 22062 26543
0 45336 79571
1 40885 65336
0 44862 51861
1 35810 75789
1 36655 63562
1 55753 68811
0 57039 75286
0 71741 73682
0 20953 58453
0 39996 66175
1 63466 78776
0 56740 69386
0 53192 72239
1 37394 73789
0 58736 63417
0 73644 75035
0 55816 74487
1 26069 68474
1 22600 45766
0 28791 64548
0 25598 42268
0 42494 64267
0 58679 68828
0 28816 49576
1 29919 60217
1 23196 60591
1 47793 57402
0 48196 68022
0 71754 74782
1 38356 52943
0 30662 65492
1 25162 61855
0 44652 53252
0 29205 51227
0 22702 26558
0 48239 63042
1 35463 62606
0 74658 79437
0 29981 68329
0 52582 76591
1 22797 62677
0 31725 51051
0 60969 73102
0 33893 38257
1 43904 61978
0 39176 51016
0 23537 33996
1 56396 75285
0 34952 71938
0 26122 63597
0 42201 79162
0 22040 56352
0 34955 70815
0 66823 78180
0 54031 56765
0 33223 79780
1 66522 67302
0 62987 66397
0 23588 79398
0 37085 61245
0 23165 43754
1 33474 44971
0 41075 78817
1 24964 49658
0 23276 46699
0 57852 73351
0 38157 46096
0 29744 39821
1 41964 54382
1 65160 78935
0 42993 62267
1 47172 57639
1 57097 61956
0 30477 40261
0 49019 77645
0 47176 65192
0 22302 76974
0 39121 78547
1 22378 54411
1 35273 60252
0 25383 43825
0 36625 38043
0 35454 50958
1 47355 72808
0 32273 47210
1 45801 78322
0 44730 59216
0 24845 60850
1 31783 32356
0 33900 44125
0 35216 55991
0 21276 52221
0 52597 58034
0 41435 76266
1 54944 62008
0 68746 76485
0 31519 78795
1 33756 44682
0 30635 52517
1 54036 58972
0 24676 71232
0 54260 79381
0 65710 69454
0 34958 42657
1 68695 75525
1 41957 58564
0 22643 69347
0 43796 79035
0 41449 59629
0 50475 56299
1 32371 41900
0 44180 60841
1 48831 74413
0 37748 64151
1 34198 61886
1 23015 42341
0 21343 69625
0 63315 76646
0 21881 79901
0 28017 29589
0 25446 29679
1 59338 69771
1 47636 69927
0 56733 62521
0 20070 32542
0 61622 69968
1 30360 52404
0 29319 66996
1 30150 47670
1 60915 76997
0 33373 63165
0 59836 61815
0 52562 54909
0 34258 57861
0 24974 39016
0 40844 47597
1 43140 67663
0 41937 63779
1 21812 36730
0 55462 68759
1 37560 41018
1 41702 53947
0 34416 65666
0 68685 69984
0 45646 53065
1 20737 47006
0 26164 70117
0 29520 40008
0 54872 65139
0 20300 79481
0 21881 75728
0 26746 28353
0 27230 74965
1 64365 77832
0 44117 49692
0 26105 51869
1 40232 43932
0 23855 67132
1 24945 27435
0 66563 72607
0 28609 68026
0 20753 22666
0 21646 32530
1 45219 51521
0 24474 56230
0 49465 76535
0 35924 72758
0 25657 56479
0 49079 61032
0 28310 32648
0 65210 66522
0 46615 53459
0 38633 67359
0 38075 51035
1 30053 36369
0 27547 31822
0 39994 57620
0 29296 59099
0 27567 35661
1 21848 48814
1 48009 63746
0 23396 24573
0 42280 64794
0 49258 76728
0 39246 57304
0 44380 75744
0 57795 63200
0 29266 35056
1 24484 35747
1 54612 64990
0 43116 56347
0 35667 42958
0 25145 28229
0 63342 79954
1 31707 45958
0 28948 60414
0 33105 41770
0 24270 75714
